ref_id,doi,authors,citation_reference,year
Shk1996,10.1080/10420159608211547,Shyam Kumar;S. K. Sharma;N. Nath;V. Harikumar;A. P. Pathak;D. Kabiraj;D. K. Avasthi,"Shyam Kumar,S.K.Sharma,N.Nath,V.Harikumar,A.P.Pathak,D.Kabiraj, D.K.Avasthi Rad. Eff. Defects in Sol. 139, 197",1996
ShL2023,10.1016/j.nme.2023.101491,J. Shams-Latifi;E. Pitthan;P. Mika Wolf;D. Primetzhofer,"Jila Shams-Latifi et al, Nuclear Materials and Energy 36 (2023) 101491",2023
ShL2024,10.1016/j.radphyschem.2024.112073,Jila Shams-Latiﬁ; Eduardo Pitthan;Daniel Primetzhofer,"J Shams-Latiﬁ, E Pitthan, D Primetzhofer,Radiation Physics and Chemistry 224 (2024) 112073",2024
Shn1973,10.1063/1.1654504,R. Shnidman;R. M. Tapphorn;Kenneth N. Geller,"R.Shnidman,R.M.Taphorn and K.N.Geller Appl.Phys.Lett.,Vol.22,No10,551",1973
Shr1999,10.1088/0954-3899/25/1/012,Annu Sharma;Shyam Kumar;S K Sharma;N Nath;V Harikumar;A P Pathak;L N S Prakash Goteti;S K Hui;D K Avasthi,"Annu Sharma,Shyam Kumar,S.K.Sharma,N.Nath,V.Harikumar,A.P.Pathak, L.N.S.Prakash Goteti,S.K.Hui, and D.K.Avasthi J. Physics G: Nucl. Part. Phys. 25, 135",1999
Shr2000,10.1016/s0168-583x(00)00260-3,Annu Sharma;Shyam Kumar;S.K Sharma;P.K Diwan;N Nath;V.K Mittal;S Ghosh;D.K Avasthi,"Annu Sharma,Shyam Kumar,S.K.Sharma,P.K.Diwan,N.Nath,V.K.Mittal, S.Ghosh, and D.K.Avasthi Nucl.Instrum.Methods Phys.Res. B170,323",2000
Shr2002,10.1016/s0168-583x(02)00646-8,A Sharma;P.K Diwan;S Kumar;S.K Sharma;V.K Mittal;S.V.S Nageswara Rao;B Sannakki;S Ghosh;D.K Avasthi,"A.Sharma,P.K.Diwan,S.Kumar,S.K.Sharma,V.K.Mittal, S.V.S.Nageswara Rao,B.Sannakki,S.Ghosh,D.K.Avasthi Nucl.Instrum.Methods Phys.Res. B194, 7",2002
Shr2008,10.1016/j.nimb.2008.07.001,V.Sharma;P.K.Diwan;Pratibha;S.Kumar;S.A.Khan;D.K.Avasthi,"V.Sharma,P.K.Diwan,Pratibha,S.Kumar,S.A.Khan,D.K.Avasthi, Nucl. Instrum. Methods B 266, 3988",2008
Shr2009,10.1007/s12648-009-0051-x,V.Sharma;P.K.Diwan;Pratibha;T. Sharma;S.Kumar;D.K.Avasthi,"V.Sharma,P.K.Diwan,Pratibha,T. Sharma,S.Kumar,D.K.Avasthi Indian J. Phys. 83, 937",2009
Si1972,10.1080/00337577208234688,E. I. Strotinin;A. F. Tulinov;A. Fiderkevich;K. S. Shyshkin,"E.I.Sirotinin,A.F.Tulinov,A.Fiderkevich and K.S.Shyshkin, Radiat.Eff. 15,149 (1972)",1972
Si1984,10.1016/0168-583x(84)90577-9,E.I. Sirotinin;A.F. Tulinov;V.A. Khodyrev;V.N. Mizgulin,"E.I.Sirotinin,A.F.Tulinov,V.A.Khodyrev and V.N.Mizgulin, Nucl.Instrum.Methods Phys.Res. B4,337 (1984)",1984
Sik2010,,Z.Siketic; I.Bogdanovic Radovic;E.Alves;N.P.Barradas,"Z.Siketic, I.Bogdanovic Radovic,E.Alves,N.P.Barradas Nucl. Instrum. Methods B 268, 1768",2010
Sil2025,10.1016/j.nimb.2025.165891,Tiago F. Silva;Arilson Silva;Cleber L. Rodrigues;Nemitala Added;Manfredo H. Tabacniks; Flávio Matias;Helio Yoriyaz;Julian M.B. Shorto,"T. F. Silva et al, Nuclear Instruments and Methods in Physics Research B 569 (2025) 165891",2025
Sim2014,10.1016/j.nimb.2014.02.092,Aliz Simon;Nuno Pessoa Barradas;Andreas Bergmaier;Mandlenkosi Msimanga;Iva Bogdanovic Radovic;Jyrki Räisänen;Timo Sajavaara,"A.Simon,N.P.Barradas,A.Bergmaier,M.Msimanga,I.Bogdanovic Radovic,J.Räisänen,T.Sajavaara Nucl. Instrum. Methods B 332, 341",2014
Sk1986a,10.1016/0375-9601(86)90350-6,N. Sakamoto;H. Ogawa;N. Shiomi,"N.Sakamoto,H.Ogawa and N.Shiomi Phys.Letters A116,25",1986
Sk1986b,10.1016/b978-0-12-168561-4.50486-8,N. SHIOMI–TSUDA;N. SAKAMOTO;H. OGAWA;R. Ishiwari,"N.Sakamoto,N.Shiomi,H.Ogawa,R.Ishiwari Nucl.Instrum.Methods Phys.Res. B13, 115",1986
Sk1990,10.1016/b978-0-12-168561-4.50486-8,N. SHIOMI–TSUDA;N. SAKAMOTO;H. OGAWA;R. Ishiwari,"N.Sakamoto,H.Ogawa,N.Shiomi-Tsuda,R.Ishiwari Nucl.Instrum.Methods Phys.Res. B48,75",1990
Sk1991,10.1080/10420159108220612,N. Sakamoto;H. Ogawa;M. Mannami;K. Kimura;Y. Susuki;M. Hasegawa;I. Katayama;T. Noro;H. Ikegami,"N.Sakamoto,H.Ogawa,M.Mannami,K.Kimura,Y.Susuki,M.Hasegawa,I.Hatayama,T.Noro, and H.Ikegami, Rad. Effects Defects in Solids 117 (1991) 193 (and pers. comm. from N. Sakamoto, 2003)",1991
Sk1996,10.1016/0168-583x(95)01529-9,N. Sakamoto;H. Ogawa;N. Shiomi-Tsuda,"N.Sakamoto,H.Ogawa,N.Shiomi-Tsuda Nucl.Instrum.Methods Phys. Res. B115,84",1996
Sk1998,10.1016/s0168-583x(97)00581-8,N. Sakamoto;H. Ogawa;N. Shiomi-Tsuda;M. Saitoh;U. Kitoba;M. Ota,"N.Sakamoto,H.Ogawa,N.Shiomi-Tsuda,M.Saitoh,U.Kitoba,M.Ota Nucl. Instrum. Methods B135, 107",1998
Sk2000,10.1016/s0168-583x(99)01088-5,N. Sakamoto;H. Ogawa;H. Tsuchida,"N.Sakamoto,H.Ogawa,H.Tsuchida Nucl. Instrum.Methods Phys.Res. B164-165,250",2000
Sl1990,,A.Seilinger,"A.Seilinger Diploma Thesis,University of Linz,1990",1990
Sl1993,10.1103/physreva.48.4467,A. Schiefermüller;R. Golser;R. Stohl;D. Semrad,"A.Schiefermüller,R.Golser,R.Stohl, and D.Semrad Phys. Rev. A 48, 4467",1993
SLPA-LM,10.1103/PhysRevA.105.062814,J. P. Peralta;M. Fiori;A. M. P. Mendez;C. C. Montanari,"J. P. Peralta, M. Fiori, A. M. P. Mendez and C. C. Montanari, PHYSICAL REVIEW A 105, 062814 (2022)",2022
SLPA2023,10.1103/PhysRevA.107.052809,J. P. Peralta;A. M. P. Mendez;D. M. Mitnik;C. C. Montanari,"J. P. Peralta, A. M. P. Mendez, D. M. Mitnik and C. C. Montanari, Phys. Rev. A 107, 052809 (2023)",2023
Sm1986,10.1016/0168-583x(86)90483-0,N. Shiomi;N. Sakamoto;K. Shima;T. Ishihara;K. Michikawa;S. Nagai;R. Ishiwari,"N.Shiomi and N.Sakamoto,K.Shima,T.Ishihara,K.Michikawa and S.Nagai,R.Ishiwari, Nucl.Instrum.Methods Phys.Res. B13,107 (1986)",1986
Sm1990,10.1016/0168-583x(90)90074-5,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;R. Ishiwari,"N.Shiomi-Tsuda,N.Sakamoto and H.Ogawa, Nucl.Instrum.Methods Phys.Res. B48,61 (1990)",1990
Sm1994,10.1016/0168-583x(94)95624-3,N. Shiomi-Tsuda;N. Sakamoto;R. Ishiwari,"N.Shiomi-Tsuda,N.Sakamoto,R.Ishiwari, Nucl.Instrum.Methods Phys.Res. B93,391 (1994)",1994
Sm1995,10.1016/0168-583x(95)00869-1,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa, Nucl.Instrum.Methods Phys.Res. B103,255 (1995)",1995
Sm1996a,10.1016/0168-583x(95)01528-0,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa, Nucl.Instrum.Methods Phys.Res. B115,88 (1996)",1996
Sm1996b,10.1016/0168-583x(96)00343-6,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;M. Tanaka;T. Goto;Y. Nagata,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa,M.Tanaka,T.Goto,Y.Nagata, Nucl.Instrum.Methods Phys.Res. B117,343 (1996)",1996
Sm1997,10.1016/s0168-583x(97)00144-4,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;M. Tanaka;M. Saito;U. Kitoba,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa,M.Tanaka,M.Saito,U.Kitoba Nucl.Instrum.Methods Phys.Res. B129,1",1997
Sm1998,10.1016/s0168-583x(97)00583-1,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;M. Saitoh;U. Kitoba,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa,M.Saitoh,U.Kitoba Nucl.Instrum.Methods Phys.Res. B135,118",1998
Sm1999a,10.1016/s0168-583x(98)00631-4,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;M. Tanaka;M. Saitoh;U. Kitoba,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa,M.Tanaka,M.Saitoh,U.Kitoba Nucl.Instrum.Methods Phys.Res. B149,17 (1999)",1999
Sm1999b,10.1016/s0168-583x(97)00583-1,N. Shiomi-Tsuda;N. Sakamoto;H. Ogawa;M. Saitoh;U. Kitoba,"N.Shiomi-Tsuda,N.Sakamoto,H.Ogawa,U.Kitoba Nucl.Instrum.Methods Phys.Res. B159,123",1999
Sn2011,10.1088/0031-9155/56/8/003,T Siiskonen;H Kettunen;K Peräjärvi;A Javanainen;M Rossi;W H Trzaska;J Turunen;A Virtanen,"T.Siiskonen,H.Kettunen,K.Peräjärvi,A.Javanainen,M.Rossi, W.H.Trzaska,J.Turunen,A.Virtanen Phys. Med. Biol. 56, 2367",2011
So1961,10.1103/physrev.123.1685,Sheldon D. Softky,"S.D.Softky Phys.Rev. 123,1685",1961
Sö1973,10.1103/physrevb.8.1854,H. Sørensen;H. H. Andersen,"H.Sörensen and H.H.Andersen, Phys.Rev. B8,1854 (1973)",1973
Sor2017,10.1103/physreva.96.032703,M. A. Sortica;V. Paneta;B. Bruckner;S. Lohmann;M. Hans;T. Nyberg;P. Bauer;D. Primetzhofer,"M. A. Sortica,V. Paneta,B. Bruckner,S. Lohmann,T. Nyberg,P. Bauer,D. Primetzhofer Phys.Rev. A 96, 032703 (2017)",2017
Sor2019,10.1038/s41598-018-36765-7,Mauricio A. Sortica;Valentina Paneta;Barbara Bruckner;Svenja Lohmann;Tomas Nyberg;Peter Bauer;Daniel Primetzhofer,"M. A. Sortica,V. Paneta,B. Bruckner,S. Lohmann,M. Hans,T. Nyberg,P. Bauer,D. Primetzhofer Nature Scientific Reports 9, 176 (2019); DOI 10.1038/s41598-018-36765-7",2019
SP1975,10.1103/physrevb.12.1649,C. L. Shepard;L. E. Porter,"C.L.Shepard and L.E.Porter Phys.Rev. B12, 1649",1975
Sp1998,10.1016/s0168-583x(98)00250-x,J. Sillanpää;E. Vainonen-Ahlgren;P. Haussalo;J. Keinonen,"J.Sillanpää,E.Vainonen-Ahlgren,P.Haussalo,J.Keinonen Nucl.Instrum.Methods Phys.Res. B142,1 and pers. comm. from J.Keinonen",1998
Sq1982,10.1016/0029-554x(82)90488-8,J.P. Stoquert;A. Abdesselam;H. Beaumevielle;Y. Boudouma;J.C. Oberlin,"J.P.Stoquert,A.Abdesselam,H.Beaumevieille,Y.Boudouma and J.C.Oberlin Nucl.Instrum.Methods Phys.Res. 194,51",1982
Sr1965,10.1103/physrev.140.a490,C. A. Sautter;E. J. Zimmerman,"C.A.Sautter and E.J.Zimmermann Phys.Rev. 140,490",1965
SRIM2013,10.1016/j.nimb.2010.02.091,J. F. Ziegler;M. D. Ziegler;J. P. Biersack,"The stopping and range of ions in matter, J.F. Ziegler, M.D. Ziegler, J.P. Biersack, Nucl. Instr. and Meth. B 268 (2010) 1818–1823",2013
SS2007,10.1103/physreva.76.040901,L. N. Serkovic;E. A. Sánchez;O. Grizzi;J. C. Eckardt;G. H. Lantschner;N. R. Arista,"L.N.Serkovic,E.A.Sanchez,O.Grizzi,J.C.Eckardt,G.H.Lantschner,N.R.Arista Phys. Rev. A76, 040901(R)",2007
SS2010,10.1103/physreva.81.022902,L. N. Serkovic Loli;E. A. Sánchez;O. Grizzi;N. R. Arista,"L.N.Serkovic Loli,E.A.Sanchez,O.Grizzi,N.R.Arista Phys. Rev. A81, 022902",2010
St1958,10.1103/physrev.110.489,P. H. Stelson;F. K. McGowan,"P.H.Stelson and F.K.Mc Gowan, Phys.Rev. 110,489 (1958)",1958
Str2021,10.1103/PhysRevA.103.02280,P. Strom; D. Primetzhofer,"P. Strom, D. Primetzhofer Phys. Rev. A 103, 022803 (2021).",2021
Sü1991,10.1007/978-3-642-99056-4_54,W. Schüle,"V.Schüle and S.Kalbitzer Z.Phys. A340,219",1991
Sun2007,10.1016/j.nimb.2006.12.184,G. Sun;M. Döbeli;A.M. Müller;M. Stocker;M. Suter;L. Wacker,"G. Sun, M. Döbeli, A.M. Müller, M. Stocker, M. Suter, L. Wacker Nucl. Instrum. Methods B 256 (2007) 586",2007
Sw1970,10.1016/0029-554x(70)90308-3,J.B. Swint;R.M. Prior;J.J. Ramirez,"J.B.Swint,R.M.Prior and J.J.Ramirez Nucl.Instrum.Methods Phys.Res. 80,134",1970
Sx1989,10.1016/0168-583x(89)90669-1,Atul Saxena;K.K. Dwivedi;E. Reichwein;G. Fiedler,"A.Saxena,K.K.Dwivedi,E.Reichwein and G.Fiedler Nucl.Instrum.Methods Phys.Res. B36, 276",1989
Sx1990,10.1088/0022-3727/23/5/002,A Saxena;K K Dwivedi,"A.Saxena,K.K.Dwivedi J.Phys.D:Appl.Phys 23, 476",1990
SYA2025,10.1016/j.nimb.2024.165598,ungYup An; Chang Seon Park; Ji Ho Song; Kyungsu Park; Kyu-Sang Yu; Cheolho Jeon; Won Ja Min,"SungYup An et al, Nuclear Instruments and Methods in Physics Research B 559 (2025) 165598",2025
Sz2009,10.1016/j.nimb.2009.05.036,M. Shimizu;M. Kaneda;T. Hayakawa;H. Tsuchida;A. Itoh,"M.Shimizu, M.Kaneda, T.Hayakawa, H.Tsuchida, A.Itoh Nucl.Instrum.Methods Phys. Res. B 267, 2667 and priv. communication from Dr. Itoh (2009)",2009
Sz2010,10.1016/j.vacuum.2009.11.019,M. Shimizu;T. Hayakawa;M. Kaneda;H. Tsuchida;A. Itoh,"M.Shimizu, T.Hayakawa, M.Kaneda, H.Tsuchida, A.Itoh Vacuum 84, 1002 and priv. communication from Dr. Itoh (2009)",2010
Sz2011,10.1016/j.nimb.2010.12.070, M. Shimizu; T. Hayakawa; K. Hisano; M. Kaneda; H. Tsuchida; A. Itoh,"M. Shimizu, T. Hayakawa, K. Hisano, M. Kaneda, H. Tsuchida, A. Itoh, Nucl. Instrum.Methods Phys. Res. B 269, 810-812 (2011)",2011
Ta1983,10.1016/0029-554x(79)90556-1,T. Takahashi;Y. Awaya;T. Tonuma;H. Kumagai;K. Izumo;A. Hashizume;S. Uchiyama;A. Hitachi,"T.Takahashi,Y.Awaya,T.Tonuma,H.Kumagai,K.Izumo,M.Nishida,A.Hitachi, A.Hashizume,S.Uchiyama and T.Doke Phys.Rev. A27,1360",1983
Tan1988,,C. Tan;Y. Xia;H. Yang;X.S.J. Liu;Z. Zheng;P. Zhu,"Chunyu Tan,Yueyuan Xia,Hong Yang and Xiufang Sun Jiariu Liu,Zongshuang Zheng and Peiran Zhu Nucl.Instrum.Methods Phys.Res. B33,142",1988
Tan1998,10.1016/s0168-583x(97)00582-x,Chunyu Tan;Fengxiang Wang;Yueyuan Xia;Zhaolin Zhang;Yuguang Mu;Xiangdong Liu;Jitian Liu,"Chunyu Tan,Fengxiang Wang,Yueyuan Xia,Zhaolin Zhang, Yuguang Mu,Xiangdong Liu, and Jitian Liu Nucl.Instrum.Methods Phys.Res. B135,113",1998
Te1957,,V.G.Telkovskii; V.I.Pistunovich,"V.G.Telkovskii and V.I.Pistunovich, Sov.Phys.-Dolkady 2,184 (1957)",1957
TEC2019,,IAEA,"IMPROVEMENT OF THE RELIABILITY AND ACCURACY OF HEAVY ION BEAM ANALYSIS, IAEA Technical Report Series No. 485, 2019",2019
TF1978,10.1016/0029-554x(78)90856-x,J.P. Thomas;M. Fallavier,"J.P.Thomas and M.Fallavier Nucl. Instrum. Methods 149, 169",1978
Th1971,10.1063/1.1659712,D.A.Thompson;W.D.Macintosh,"D.A.Thompson and W.D.Macintosh J. Appl. Phys. 42, 3969",1971
Th1980,,D.A.Thomson;W.F.S.Poehlman,"D.A.Thomson and W.F.S.Poehlman Nucl.Instrum.Meth. Phys.Res. 168,63",1980
Th1981,10.1016/0029-554x(81)91047-8,D.A. Thompson;W.F.S. Poehlman;P. Presunka;J.A. Davies,"D.A.Thomson,W.F.S.Poehlman,P.Presunka and J.A.Davies,  Nucl.Instrum.Methods Phys.Res. 191,469 (1981)",1981
Tk1990,10.1016/0168-583x(90)90578-i,K. Takahiro;F. Nishiyama;T. Yamasaki;Y. Osaka;S. Yamaguchi,"K.Takahiro,F.Nishiyama,T.Yamasaki,Y.Osaka,S.Yamaguchi Nucl.Instrum.Methods Phys.Res. B52,117",1990
Tm1976,10.5771/9783748930143-233,Tom Thieme,"G.Thieme Vakuumtechnik,25.Jahrgang 1,5",1976
To2016,10.1016/j.nimb.2016.10.031,D. Torresi;D. Carbone;M. Cavallaro;A. Di Pietro;J.P. Fernández Garcia;P. Figuera;M. Fisichella;M. Lattuada;M. Zadro,"D. Torresi, D. Carbone, M. Cavallaro, A. Di Pietro, J.P. Fernández Garcia,   P. Figuera, M. Fisichella, M. Lattuada, M. Zadro  Nucl.Instrum.Methods B 389-390, 1-4 (2016)",2016
Tos2015,10.1016/j.nimb.2015.07.114,Mitsuo Tosaki;Eero Rauhala,"Mitsuo Tosaki and Eero Rauhala,Nuclear Instruments and Methods in Physics Research B 360 (2015) 16",2015
Tp1962,,Ya.A. Teplova;V.S. Nikolaev;I.S. Dmitriev;L.N.Fateeva,"Y.A.Teplova,V.S.Nikolaev,I.S.Dmitriev and L.N.Fateeva Sov.Phys.-JETP 15,31",1962
Tr1981,10.1016/0029-554x(81)91157-5,P.N. Trehan;B.H. Armitage,"P.N.Trehan and B.H.Armitage Nucl.Instrum.Methods Phys.Res. 179,21",1981
Tra2019,10.1103/physreva.100.032705,Tuan Thien Tran;Lukas Jablonka;Barbara Bruckner;Stefanie Rund;Dietmar Roth;Mauricio A. Sortica;Peter Bauer;Zhen Zhang;Daniel Primetzhofer,"T T Tran, L Jablonka, B Bruckner, S Rund, D Roth,   M A. Sortica, P Bauer, Z Zhang, D Primetzhofer,  Phys. Rev. A 100, 032705 (2019).",2019
Trp2005,10.1016/j.radmeas.2005.04.009,S.P. Tripathy;R. Mishra;K.K. Dwivedi,"S.P.Tripathy,R.Mishra,K.K.Dwivedi Rad. Measurements 40, 255",2005
Trz2002,10.1016/s0168-583x(02)01255-7,W.H. Trzaska;V. Lyapin;T. Alanko;M. Mutterer;J. Räisänen;G. Tjurin;M. Wojdyr,"W.H.Trzaska,V.Lyapin,T.Alanko,M.Mutterer, J.Räisänen,G.Tjurin,M.Wojdyr Nucl.Instrum.Methods Phys.Res. B195, 147 (Data for Ar on Au replaced by Per05)",2002
Trz2009,10.1016/j.nimb.2009.08.006,W.H. Trzaska;G.N. Knyazheva;J. Perkowski;J. Andrzejewski;S.V. Khlebnikov;E.M. Kozulin;V.G. Lyapin;T. Malkiewicz;M. Mutterer,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,V.G.Lyapin,T.Malkiewicz,M.Mutterer Nucl.Instrum.Methods Phys.Res. B267, 3403",2009
Trz2018,10.1016/j.nimb.2017.12.025,W.H. Trzaska;G.N. Knyazheva;J. Perkowski;J. Andrzejewski;S.V. Khlebnikov;E.M. Kozulin;T. Malkiewicz;M. Mutterer;E.O. Savelieva,"W.H.Trzaska,G.N.Knyazheva,J.Perkowski,J.Andrzejewski,S.V.Khlebnikov, E.M.Kozulin,T.Malkiewicz,M.Mutterer, E.O.Savelieva Nucl.Instrum.Methods Phys.Res. B 418, 1-12 (2018).",2018
Ts1967,10.1103/physrev.175.476,C. Tschalär;Hans Bichsel,"C.Tschalär, Thesis, Univ. of Southern California, and H.Bichsel, pers.comm.(1990); see also C.Tschalär and H.Bichsel, Phys.Rev. 175 (1968) 476",1967
Tu1995,10.1016/0168-583x(95)00562-5,D. Clark Turner;Nolan F. Mangelson;Lawrence B. Rees,"D.C.Turner,N.F.Mangelson,L.B.Rees Nucl.Instrum.Methods Phys.Res. B103, 28",1995
Tw1980,10.1088/0031-9155/25/5/004,D I Thwaites,"D.I.Thwaites, Phys.Med.Biol. 25,865 (1980)",1980
Tw1981,10.1088/0031-9155/26/1/008,D I Thwaites,"D.I.Thwaites, Phys.Med.Biol. 26,71 (1981)",1981
Tw1982,10.1088/0031-9155/27/4/007,D I Thwaites,"D.I.Thwaites, Phys.Med.Biol. 27,565 (1982)",1982
Va1972,10.1103/physrevb.6.95,A. Valenzuela;W. Meckbach;A. J. Kestelman;J. C. Eckardt,"A.Valenzuela,W.Meckbach,A.J.Kestelman and J.C.Eckardt, Phys.Rev. B6,95 (1972)",1972
Ve1978,10.1007/bf01221768,G. D. Ved'manov;F. G. Neshov;A. A. Puzanov;A. R. Urmanov,"G.D.Ved'manov,F.G.Neshov,A.A.Puzanov,A.R.Urmanov Atomnaya Energiya 45, 285. Translation: p. 989",1978
Ve1979,10.1007/bf00891570,G. D. Ved'manov;F. F. Gavrilov;V. N. Mizgulin;F. G. Neshov;A. A. Puzanov;A. R. Urmanov,"G.D.Ved'manov,F.F.Gavrilov,V.N.Mizgulin,F.G.Neshov, A.A.Puzanov,A.R.Urmanov, Izv. Vyss. Ucheb. Zav., Fiz. (USSR) 22,111; Trans. in Sov.Phys.J.22,668 (1979)",1979
Vi1962,,.B. Vial; C.R. Acad,"J.B.Vial, C.R.Acad, Sci. 254,3842 (1962)",1962
Vk1997,10.1016/S0168-583X(96)00823-3,K.Väkeväinen,"K.Väkeväinen, Nucl.Instrum.Meth. Phys.Res. B122,187",1997
Vok2013,10.1140/epjd/e2013-40095-4,Christof Vockenhuber;Jens Jensen;Jaakko Julin;Heikki Kettunen;Mikko Laitinen;Mikko Rossi;Timo Sajavaara;Orkhan Osmani;Andreas Schinner;Peter Sigmund;Harry J. Whitlow,"Ch.Vockenhuber,J.Jensen,J.Juulin,H.Kettunen,M.Laitinen,M.Rossi, T.Sajavaara,O.Osmani,A.Schinner,P.Sigmund,H.J.Whitlow Eur. Phys. J. D 67, 145",2013
Vok2017,10.1016/j.nimb.2016.11.030,C. Vockenhuber;K. Arstila;J. Jensen;J. Julin;H. Kettunen;M. Laitinen;M. Rossi;T. Sajavaara;M. Thöni;H.J. Whitlow,"C. Vockenhuber, K. Arstila, J. Jensen, J. Julin, H. Kettunen,  M. Laitinen, M. Rossi, T. Sajavaara, M. Thöni, H.J. Whitlow Nucl.Instrum.Meth. Phys.Res. B 391, 20-26 (2017).",2017
Vom2025,10.1016/j.nimb.2025.165772,Kevin Vomschee; Radek Holeňák; Thanush Sivagnanalingam; Eleni Ntemou; Daniel Primetzhofer,"K. Vomschee et al, Nuclear Instruments and Methods in Physics Research B 566 (2025) 165772",2025
Vs1993,10.1016/0168-583X(93)95744-P,J E Valdes;G Martinez Tamayo;G H Lantschner;J C Eckardt;N R Arista,"J.E.Valdes,G.Martinez Tamayo,G.H.Lantschner,J.C.Eckardt,N.R.Arista Nucl.Instrum.Meth. Phys.Res. B 73,313",1993
Vs1994,10.1103/physreva.49.1083,J. E. Valdés;J. C. Eckardt;G. H. Lantschner;N. R. Arista,"J.E.Valdes,J.C.Eckardt,G.H.Lantschner,N.R.Arista Phys. Rev. A 49, 1083",1994
Vs2000,10.1016/s0168-583x(99)01090-3,J.E. Valdés;C. Agurto;F. Ortega;P. Vargas;R. Labbé;N.R. Arista,"J.E.Valdes,C.Agurto,F.Ortega,P.Vargas,R.Labbé,N.R.Arista Nucl.Instrum.Meth. Phys.Res. B164-165,268",2000
Wa1949,10.1103/physrev.76.1759,S. D. Warshaw,"S.D.Warshaw, Phys.Rev. 76,1759 (1949)",1949
Wc1994a,10.1063/1.356273,W. E. Wallace;J. B. Rothman;R. J. Composto,"W.E.Wallace,J.B.Rothman,R.J.Composto J.Appl.Phys. 75,2312",1994
Wc1994b,10.1016/0168-583X(94)95694-4,W. E. Wallace;J. B. Rothman;R. J. Composto,"W.E.Wallace,J.B.Rothman,R.J.Composto Nucl.Instrum.Meth. Phys.Res. B84,1",1994
WD2006,10.1016/j.nimb.2006.07.019,T.D.M. Weijers-Dall;H. Timmers;K. Stenström;P. Persson;A. Pergjegjaj;X. Wang;M. Graczyk;T. Osipowicz;M.Q. Ren;D.J. O’Connor;H.J. Whitlow,"T.D.M.Weijers-Dall,H.Timmers,K.Stenström,P.Persson,A.Pergjegjaj, X.Wang,M.Graczyk,T.Osipowicz,M.Q.Ren,D.J.O'Connor,H.J.Whitlow Nucl.Instrum.Meth. B251, 352",2006
We1953,10.1103/physrev.91.289,Peter K. Weyl,"P.K.Weyl Phys.Rev. 91,289",1953
Wei2000,,H. Weick,"H.Weick et al. Nucl.Instrum.Methods Phys.Res. B164-165, 168 and H.Weick, dissertation, Univ. of Giessen, rev. version, 13 Oct 2000",2000
Wh1967,10.1063/1.1710188,W. White;R. M. Mueller,"W.White and R.M.Mueller J.Appl.Phys. 38,3660",1967
Wh1969,10.1103/PhysRev.187.499,W.White; R.M.Mueller,"W.White and R.M.Mueller Phys.Rev. 187,499",1969
Whl2002a,10.1016/s0168-583x(01)01301-5,Harry J. Whitlow;Heiko Timmers;Robert G. Elliman;Tessica D.M. Weijers;Yanwen Zhang;Juan Uribastera;D. John O'Connor,"H.J.Whitlow,H.Timmers,R.G.Elliman,T.D.M.Weijers,Y.Zhang, J.Uribastera,D.J.O'Connor Nucl.Instrum.Meth. Phys.Res. B190, 84",2002
Whl2002b,10.1016/s0168-583x(01)01301-5,Harry J. Whitlow;Heiko Timmers;Robert G. Elliman;Tessica D.M. Weijers;Yanwen Zhang;Juan Uribastera;D. John O'Connor,"H.J.Whitlow,H.Timmers,R.G.Elliman,T.D.M.Weijers,Y.Zhang, D.J.O'Connor Nucl.Instrum.Meth. Phys.Res. B195, 133 (replaced by Zha04a)",2002
Wi1962,10.1139/p62-184,Arie Van Wijngaarden;Henry E. Duckworth,"A.van Wijngaarden and H.E.Duckworth Can.J.Phys. 40,1749",1962
Wi1971,10.1139/p71-293,A. van Wijngaarden;B. Miremadi;W. E. Baylis,"A.van Wijngaarden,B.Miremadi and W.E.Baylis Can.J.Phys. 49,2440",1971
Wk1979,10.1088/0031-9155/24/3/003,M J Whillock;A A Edwards,"M.J.Whillock and A.A.Edwards Phys.Med.Biol. 24,518",1979
Wl1948,10.1038/ncpgasthep1199,C Mel Wilcox,"H.A.Wilcox Phys.Rev. 74,1743",1948
Wn1973,10.1097/00004032-197307000-00008,F. Wenger;R. P. Gardner;K. Verghese,"F.Wenger,R.P.Gardner,K.Verghese Health Physics 25, 67",1973
Wo1963,10.1103/physrev.129.2591,R. L. Wolke;W. N. Bishop;E. Eichler;N. R. Johnson;G. D. O'kelley,"R.L.Wolke,W.N.Bishop,E.Eichler,N.R.Johnson and G.D.O'Kelley Phys.Rev. 129,2591",1963
